Location,Latitude,Longitude
"M/s. Abishek Enterprises, SF No. 2G, 2nd Ambattur, Chennai-600098",13.0921531,80.1849344
"M/s. Virogreen India Pvt. Ltd., No. 297/1B2, No. 49, Pappankuppam Village, SR Kandigai Road, Gummidipoondi Taluk, Tiruvallur-601201",13.4232134,80.0926014
"M/s. Earth Sense Recycle Private Limited, Survey No. 247, Kanttankulathur Panchayat, Thenmelpakkam Village, Singaperumal Kovil, Kanchipuram, Tamil Nadu- 603204",12.7165055,80.0003875
"M/s. Envirogreen E waste recycling Solutions, S.F.No. 2134, Plot No. 65, Palur Village, Chengalpattu Taluk & District",12.7612373,79.9080757
"M/s. Leela Traders., Plot No. C-15/1, CMDA Industrial Complex Maraimalai Nagar,
 Kancheepuram District",13.0701064,80.2707463
"M/s. SEZ Recycling, TP-7, IVth Avenue, mahindra World City Developers Limited, Industrial Estate, SEZ Area, Thenmelpakkam Village, Chengalpattu Taluk, Kancheepuram
 District",12.7289058,80.0071462
"M/s Trishyiraya Recycling India Pvt. Ltd., Plot No.A-7, Phase-I, MEPZ-SEZ, Tambaram, Chennai-600 045",12.9362363,80.1268211
"M/s. S. P. P. Enterprises, S. No. 184-4C, Mambakkam Village and Post Sriperumbudur Taluk Kanchipuram District",12.928739,79.9128619
"M/s. RBIA Minerals and Metals Pvt. Ltd., S. F. No. 205-1B2A, Knadur Village, Sriperumbudur Taluk, Kancheepuram District",12.9624975,79.9452748
"M/s. Punithan Enterprises Unit –II, No. 113/19 part, Rajiv Nagar, Peinjambakkam, Gundu Perumbedu Post SPR Talu, Kancheepuram Dt- 601301",12.8910878,79.9612368
"M/s. K. P. P Enterprises, No. 535-3C, Santhavellore Village, Sunguvarchatram Post, Sriperumbudur Taluk, Kancheepuram District",12.9149212,79.8611832
"M/s. G S ENTERPRISES S.F NO:254/2A2A,
 evalurkuppam Village, Sriperumbudur Taluk,Kancheepuram Dist 602105.",12.9624975,79.9452748
"M/s. Enviro Metals Recyclers Private Limited Pvt Limited Aluminium Division S.No. 104 and 106, Ezichur Village,Sriperumbudur Tk,Kancheepuram District.",12.8075301,79.9116782
"M/s. World Scrap Recycling Solutions Pvt. Ltd.,
 S. No. 351/7, Beemanthangal Village, Sriperumbudur Taluk, Kancheepuram District",12.9624975,79.9452748
"M/s. Green E Waste Private Limited, S. F. No. 294/pt, Ayanambakkam Village, Poonamallee Taluk, Tiruvallur District.",13.0908502,80.1464434
"M/s. Southern Alloys, DP No. S-105 and 106, SIDCO Industrial Estate, Kakallur Village Taluk and District",13.1266657,79.9188237
"M/s. Micro E-Waste Recyclers, SF No. 301/3, Varaganeri Village, Trichy East Taluk, Trichy District.",10.8114477,78.7019134
"M/s. M. G. Traders, No. 86, Nehru Street, Teachers Colony, Ambattur, Chennai - 600053",13.1110562,80.149635
"M/s. Udhaya Traders, No. 242, Tiny Sector Ambattur Industrial Estate, Chennai – 600058",13.0944792,80.1759107
"M/s Victory Recovery & Recycle Technologies India Pvt.Ltd., 672/2, Doubal Dragon Industrial Park, Kannur Village & Post Kottaiyur, Thiruvallur, District - Tamil Nadu - 602 108",12.982431,79.8429794
"M/s. TES AMM Private Limited, Plot No.A-18, SIPCOT Industrial Growth, Centre Oragadam, Panruti ‘A’ Village, Sriperumpudur, Kanchipuram District Tamil Nadu – 630 304",12.8498175,79.9136335
"M/s Arockia Enterprises, S.F.No.4/1E, Seevaram village, Sholinganallur taluk, Chennai – 600 097",12.9543074,80.2372504
"M/s Ascent Urban Recyclers Pvt Limited, SF No.62/1B, 2A2, Padur Road, Mevalurkuppam village, Sriperumbudur taluk, Kancheepuram district, Pin - 602 105",12.8076844,80.2258115
"M/s Blooming Recyclers, Plot. No. D9/2, SIDCO Industrial Estate, Maraimalai Nagar, Kizhikaranai village, Chengalpattu district.",12.7930081,80.0252383
"M/s E PROCESS House c/o Bharat Electronics Limited, SF No 3 & 10/1 Nanthambakkam village, Alandur taluk, Chengalpattu district",12.9823761,80.0602645
"M/s INAA Enterprises, DP No. AC-31/24, Thirumudivakkam village, Kundrathur taluk, Kancheepuram district",12.9768817,80.0863309
"M/s John Firm SF No.144/1C2, Kerekodihalli village, Karimangalam taluk, Dharmapuri
 district.",12.3055494,78.2091122
"M/s KGN Electronics, No.48 A, Dr Ambedkar
 College Road, Erukkenchery village, Perambur taluk, Chennai district",13.1120445,80.2595859
"M/s Ponniamman Enterprises, SF No. 216/3,
 Tiruvallur village, Tiruvallur taluk, Tiruvallur district",13.1370241,79.9169813
"M/s R.M Computers, Plot No.229, 9th Street, Ambattur Chennai – 600098",13.1123441,80.1706689
"M/s Sai Sri Waste Management Pvt Ltd, SF No 443/1B2, 443/2A, Padaveedu village, Kumarapalayam taluk, Kumarapalayam district",11.4382861,77.6958211
"M/s SKV E-Waste Recycling Pvt Ltd, Plot No.154 A&B, Tass Industrial Area, Ambattur SIDCO Industrial Estate, Chennai – 600 098",13.1186968,80.1495691
"M/s Tharani Electronics Waste, SF No.381/3pt, 381/2pt, 384/2pt, 384/3 pt, Sarkar Samakulam village, Annur taluk, Coimbatore district",11.1388328,77.03653
"M/s Earth Sense Recycle Pvt.Ltd., Plot No.37, APIIC Industrial park, Mankal (V), Maheswaram (M), Rangareddy District. Telangana- 501359",17.1324346,78.4276999
"M/s Z Enviro Industries Pvt. ltd., Pulimanmidi (V), Kandukur (M) Rangareddy District.",17.0636719,78.4886912
"M/s Silicon Planet Recycling Pvt. Ltd.,Sy. No.811/A, Ankireddypally (V) &Grampanchayat Keesara (M) , Medchal Malkajgiri District",17.5280399,78.6540576
"M/s. EnviroKare Recycling Solutions Pvt. Ltd.,
 Sy. No. 402, Raikal (V), Farooqnagar (M), Rangareddy District.",17.0679611,78.2054592
"M/s Shreem Mythri Enterprises, Plot No.50, phase-III, IDA Cherlapally, kapra (M), Medchal- Malkajgiri District.",17.4509794,78.6106322
"M/s. Elifecycle Management Private Limited, Sy. No. 468, 470, 471 & 472, Theegapur, Kothur
 Rangareddy District",17.1473513,78.2889005
"M/s. Malpani Antenna Electronics Pvt. Ltd., Plot No. D4, Phase-I, IDA, Pashamailaram, Patancheru (M), Sangareddy District",17.5360549,78.1943565
"M/s. Green Wave E-waste Recycling, Sy. No. 1880E, 1880EE, Nandigama (V&M), Rangareddy
 District",17.1198625,78.2547683
"M/s. Pure Earth Recyclers Private Limited, Sy. No.924, 994, Rudraram (V), Patancheruvu (M), Sangareddy District",17.5620838,78.1667854
"M/s Enviro Collection Centre (Dismantling Unit), Plot No.1-185/2/A, Sy. NO.298 part, Phase-I, IDA Jeedimetla, Medchal-Malkajgiri District.",17.5201101,78.3897723
"M/s Ramky E-Waste Recycling Facility, Hardware Park, kancha, Imarat of Raviryal (v), Maheswaram (M), Rangareddy District.",17.2427616,78.4794568
"M/s Earthbox Ventures (p) Ltd., (E-waste Dismantling Unit), Sy. Nos.29, 30, & 85, Uddemarri (V), Shamirpet (M), Medchal- Malkajgiri, District.",17.6183448,78.6781656
"M/s Bellus E Waste, Sy.No.4-120, Ramachandra Puram (GP), Kondurg (M), Rangareddy District.",17.507862,78.28959
"M/s Shreem Mythri Enterprises, Plot No.50, phase-III, IDA Cherlapally, kapra (M), Medchal-
 Malkajgiri District.",17.4509794,78.6106322
"M/s. Earthbox Recycling Private Limited Sy No 114/1, plot no s-2/12, Raviryala Grampanchayat, Maheshwaram (V & M), Rangareddy District",17.2156258,78.5135489
"M/s TES-AMM India Pvt. Ltd Plot no 79, Sy no 847, IDA Medchal, Medchal (M), Medchal- Malkajgiri District",17.6323358,78.4804828
"M/s Kamal Electronics Refurbishing of E-waste Solutions ,Sy No: 227/LU, 227/E1m 227/E2, 227/E/2/1 Atmakur (V) Sadasivpet (M),
 Sangareddu District.",17.6202841,77.9538767
"M/s. Chilkuri Enterprises, Sy No.14, Keesara (M), Medchal-Malkajgiri District",17.5027567,78.5585962
"M/s. Reboot Resources Private Limited, Sy. No.113 Part, Patelguda (V), Ibrahimpatnam (M), Rangareddy District",17.2201332,78.5858767
"M/s. Green Enviro E Waste Recycling, Sy. No. 729, Pochampally (V), B. Pochampally (M), Yadadri Bhuvanagiri District",17.3453819,78.8241068
"M/s. Recytronics Waste Solutions LLP, Sy.No.96/Part/C, Patelguda, Mangalpalle (V), Ibrahimpatnam (M), Rangareddy District",17.2306741,78.5886431
"M/s. Exclusive PC World, Plot No.30/9, Sy.No.460/2, TSIIC, IDA Mankhal,
 Maheshwaram (M), Rangareddy Distric",17.1357156,78.4329168
"M/s. Ali Traders, Sy.No.491/2, Alampally (V),Vikarabad(M), Vikarabad District",17.3502483,77.9055329
"M/s. Auctus – E Recycling Solutions Pvt. Ltd., F-637, M. G. Road, Industrial Area, Ghaziabad",28.6733454,77.2308071
"M/s. Mahaluxmi metal Alloys (India) Pvt. Ltd., Modinagar, Ghaziabad",28.8344396,77.5698527
"M/s. N.K. Products, 58-59, M. G. Road, Ghaziabad",28.6691565,77.4537578
"M/s Bharat Oil Co.E-18, Site – IV, Sahibabad, Industrial Area, Ghaziabad",28.6653694,77.3421786
"M/s Plant Green Recycling Pvt. Limited, G-129, Phase – I , M.G. Road, Ghaziabad",28.6234892,77.1354465
"M/s. Rocket Sales, Plot No. 1-12, I/A, M. G. Road, Hapur",28.7305798,77.7758825
"M/s. Ariglonton Information System Pvt. Ltd., Plot No C-13, Site-4 Sahibabad Industrial Area Ghaziabad",28.6794742,77.3496724
"M/S Fiz Trading Company, C55, Sector-B-3, Trans Delhi Signature City Tronica City, Loni, Ghaziabad",28.7850884,77.2606127
"M/S. Tele Supar Electronics India Pvt Ltd, B-15, Roop Nagar Industrial Area, Loni Ghaziabad,201102",28.7455273,77.2966056
"M/s R.R. Recycler Pvt. Ltd., Khasra No.-115, M, Vill- Achraunda, Tehsil & District- Meerut",28.9844618,77.7064137
"M/s. 6R Recycling, Plot No-272, MG Road industrial area, Hapur",28.6734772,77.2307673
"M/s 3R Recycler Pvt Ltd. Unit 2, Plot No. A-61/2, UPSIDC Industrial Area, Sikandrabad,
 Bulandshahar, Buland Shahar- 203202 Uttar Pradesh",28.4258595,77.5501073
"M/s Circularity Solutions PrivateLimited ( M/s. Karo Sambhav Pvt.Ltd., ) Khasra 95-96, Village
 - Sikhera,Hazazari Industrial Area, Modinagar, Ghaziabad",28.8344396,77.5698527
"M/S Ozone Waste LLP Plot No.- C-25, Upsidc,
 M.G. Road, Industrial Area, Hapur",28.6480113,77.5844849
"M/s. Arsh Recycling Pvt. Ltd., Plot No. 203, UPSDIC, I/A, M/G. Road, Ghaziabad",28.6425034,77.4472262
"M/s. Auctus Recycling Solutions Pvt. Ltd, Habibpur, Greater Noida",28.5347583,77.4486654
"M/s. Khan Traders, B-5, Site No. 4, Panki Ind. Area, Kanpur",26.4853371,80.23578
"M/s. Green Tech Recycling, Khasra No. 645,
 Acchraunds, Bahdurpur Road, Partapur, Meerut",28.9268136,77.6483313
"M/s. Narora Atomic Power Station, Narora, Bulandshahar",28.1573433,78.4097145
"M/s Metal Alloys, E-46, Industrial Area, Ramnagar, Varanasi",25.2454197,83.062984
"M/s Comwen Information Technologies
 Pvt.Ltd., 127/35B, ChakRagunath, Naini, Allahabad.",25.3905022,81.8632385
"M/s. Oasia Eco E-Waste Recyclers E-160, Industrial Area, Khalilabad, Sant Kabairnagar.",26.7700784,83.0919593
"M/s. Sims Recycling Solutions Plot No. 1, Udyog Kendrall Ecotech-III, Greater Noida",28.5422395,77.4532217
"M/s J.A.O. E-Waste Recycling Co, Vill- Jaitpur,Distt-Moradabad.",28.8909369,78.8453424
"M/s. HIN Green E-Waste Recycling Co. Vill- Jaitpur, Distt-Moradabad",28.8386481,78.7733286
"M/s S.R. Metcast India (P) Ltd 11.8 Km.Agra Mathura Road, Agra.",27.2097749,77.9819058
"M/s K.M. Metals Suppliers 9/270,271,Mathura Agra.",27.1766701,78.0080745
"M/s Prakash Metal House 39/223, Karwan Lohamandi, Agra.",27.1948875,77.9677
"M/s Shree MahaveerJi Trading Company, 30/127, Chippitala, Agra",27.2062889,78.0475805
"M/s. E-Waste Recyclers India, E-50, UPSIDC Industrial Area, 98Km Stone, NH-2, Kosi Kotwan, Mathura",27.7840235,77.3814093
"M/s E-Waste Recyclers Industries K40, UPSIDC Industrial area, NH-2 Kosikalan, Mahura",27.7871025,77.4381627
"M/s Supar Trading Company, Plot No.-3 Govt. Industrial Estate, Talkatora Road, Lucknow",26.8466937,80.946166
"M/s. V. R. Techno Enviro Services Pvt. Ltd., Khasra No. 440, Indira Priyedarshni Ward Jarhra Indira Nagar Lucknow",26.8798933,80.9926327
"M/s Greenzon Recycling Pvt. Ltd., R 30, UPSIDC, Industrial Area, Sikandrabad, Bulandshahar.",28.642511,77.4472335
"M/s Sachin Enterprises, 123/751, block-T 74
 Pratapganj Gadariyan Purwa, Fazalgang, Kanpur",26.459418,80.296935
"M/s Greeniva Recycler Pvt. ltd., Plot No. G-284,
 M.G. Road, Industrial Area, Hapur",28.6734639,77.2307713
"M/s S. Malik Traders, plot No.93, 94 vill-Budhera jahidpur, Meerut",28.9267486,77.7244626
"M/s Royal Faiz Recycling (P) Ltd, I-22, I.A.M.G. Road, Hapur",28.7474998,78.0651931
"M/s 3 C Recycler, F-326, I/A, M. G. Road, Hapur",28.7305798,77.7758825
"M/s Life E-Recycling (p) Ltd., F-435, UPSIDC I/A,
 M. G. Road, Hapur",28.7305798,77.7758825
"M/s Hind Recycler (p) Ltd., Plot No.F-203, M.G. Road, Hapur",28.6735536,77.2307442
"M/s Hayat Recycler, F-53,54 I/A, M.G. Road, Hapur",28.7305798,77.7758825
"M/s B.R.P. Infotech Private Limited, F-394, Phase-1, M. G. Road, Industrial Area, Hapur",28.6480113,77.5844849
"M/s Sky Green Waste Recycling, Management, Khasra No.174, Alipur Jijmana, Meerut, U.P",28.8917696,77.7597383
"M/s Swachh Bharat Recycling Company, Gali No.4, 2083, Saipuram Industrial Area, Delhi Road, Meerut, U.P.",28.9596958,77.7121238
"M/s Rudra Interprises, Plot No.A-96, Sector A-4, Tronica City, Loni, Ghaziabad",28.7824842,77.2724998
"M/s Avgree Recycling Pvt.Ltd. KH No.549, Vill- Tiyala, Meerut-Bulandshahar Road, Hapur Bypass, Hapur",28.7690053,77.7846982
"M/s Faiz Recycling, G-235, MG Road, Industrial Area, Hapur",28.7305798,77.7758825
"M/s Malik Recycling, 25-A, Anand Ind. Estate, Mohan Nagar, Ghaziabad.",28.6739778,77.3894639
"M/s U.W.M. Recycling Pvt Ltd. Plot No.-F-331, UPSIDC, M.G. road, Ind Area, Hapur.",28.7474998,78.0651931
"M/s Safdar E-Recycling Pvt Ltd. Plot No.H-69,
 M.G. road, Ind Area, Hapur",28.7474998,78.0651931
"M/s Horizon Recycling Pvt.Ltd., Khasra No.35, Kumarhera, 7th km Dehradun road, Saharanpur, U.P.",30.0752847,77.7914745
"M/s Golden E Waste Recyclers Pvt. ltd., Plot No.-12A, Gagol Road, Behind Sophia School, Udyog Puram, Partapur, Meerut",28.9151666,77.6469447
M/s R.D Recylers khasara no-46 village- shakharpur Hapur road Meerut,28.9177719,77.7359089
M/s Earth Zone Recycling Plot no-11 pargana- Hazipur Hapur road meerut,28.9553893,77.7310002
M/s Making India E-waste recycling management plot no-50 sector-3 Shatabdi nagar industrial Area meerut,28.9371669,77.6655006
M/s Indian Recycler Khasra No338 Vill- Wazidpur Kavali Jansath Muzaffarnagar,29.4726817,77.7085091
"M/s Greentek Reman Pvt Ltd. Plot No-B- 2/12,Site-B Inds Area Surajpur, Greater Noida",28.4897765,77.5102055
"M/s Clean Waste Management. Plot No-131, Udhyog kendra Second, Ecotech-3, Greater Noida",28.5332429,77.4690929
"M/s El green Recycling Pvt ltd.G-33, Sec-63, Noida",28.6300381,77.3817233
"M/s. AIMS Technologies Pvt Ltd.G-256, MG Road Inds area, Hapur",28.7474998,78.0651931
"M/s Future Web, 48-A, Harthala Inds Area, Kanth Road, Moradabad",28.8750807,78.7421743
"M/s Buddha Industries, Behind vision Exports Faridpur Sambhal Road, Moradabad",28.8386481,78.7733286
"M/s Latoori Shah Traders,Gata No1396, Bhojpur, Dharampur, Moradabad",28.9401866,78.8264074
"M/s Shoeb Waste solution, Gata No250, Vill- Fazalpur, Near Hindoli, Chadausi, Sambhal",28.5386693,78.6583124
"M/s NR E-Waste Company, Gata No235,237,245, 250K Vill-Sirsa, Inayatpur, Moradabad",28.7936338,78.7904774
"M/s Eco Trader, Plot no.454, Rooma, Kanpur",26.429928,80.3931423
"M/s Aseries Envirotek India Pvt, Ltd, Plot no. B- 10 Industrial area, Salon, Raebareli.",26.2144806,81.2528139
"M/s ATR Traders Private Limited, G380, M.G.Road, Industrial Area, Hapur Ghaziabad 2400 MT/A",28.6691565,77.4537578
"M/s Electronic Waste India VillKhujnawar Chutmalpur, Kalasia Road Teh.-Behat , Saharanpur",30.104806,77.7213073
"M/s Eco Green India, Khasra no.-447, Vill- Ghosipur, Hapur Road, Meerut",28.9577608,77.7159865
"M/s S.D. Recycling Process Industries, Khasra no.-51, 52, , Vill- Shakarpur,, Hapur Road, Meerut",28.9181326,77.7349796
"M/s HIN Green E-waste Recycling (P) Ltd, Khasra no.-733,737, Vill.- Baral, Partapur, Meerut.",28.9546457,77.6777068
"M/s J I ScrapTraders, Plot no. 418/12, Shastrinagar, Meerut",28.9552804,77.7309012
"M/s E Tech Interprises, Plot no.- E- 26,Phase-I/ G322 Phase-II, M.G.Road, Industrial Area, Hapur",28.6480113,77.5844849
"M/s Habib Trading Company, Khasra no- 28, Village- Alipur, Jijmana,Pargana & Tehsil- Meerut",28.9563893,77.8367282
"M/s B.R.P. Infotech Private Limited,F- 381, Phase-I, M.G.Road, Industrial Area, Hapur",28.6480113,77.5844849
"M/s Recology Recycling India Pvt. Ltd., Khasra no.-69, 70,71 , Vill-Piple Kheda,, Sargana Sarawa Meerut, Meerut",22.750651,72.6846658
"M/s Bright E-Waste Recycling India, Village- Ganeshpur, Mawana, Meerut",29.1445354,77.9603019
"M/s Sheetala Waste Management Project Plot no.-D-26, Sikandrabad Indl. Area, Tehsil- Sikandrabad, Bulandshahar",28.4672186,77.6638388
"M/s Spreco Resource Recyclers, Khasara no.- 235,Vill-Abdulpur, Block- Khekra, Baghpat, Meerut- 250101",28.8644717,77.2806207
"M/s Hind Recycling Pvt. Ltd., G- 460, UPSIDC, Industrial Area M.G.Road, Hapur",28.7305798,77.7758825
"M/s Eco Fly E-Waste Recycling Pvt. Ltd., Khasara no-26, Piplikhera, Bhamanpur Road, Indl. Area, Meerut",28.8887708,77.7603663
"M/s Green Earth E- Recycling , F-95, UPSIDC, Industrial Area, Gopalpur Sikandrabad, Bulandshahar",28.4511246,77.6954889
"M/s Waste Tech Recycling Company, Plot no HD-7, UPSIDC, Industrial Area, Sikandrabad, Bulandshahar",28.4511246,77.6954889
"M/s LIMR Recycling Pvt. Ltd., G- 256, Industrial Area, M.G.Road, Hapur",28.7305798,77.7758825
"M/s Sky Green Waste Recycling Managememt , Khasra No.- 51, 53,54,66,20,21, Vill.- Piplikhera, Hapur Road, Indl. Area, Meerut",28.6480086,77.4630265
"M/s D M Recyclers Vill.- Phaphunda, Hapur Road, Meerut",28.884571,77.7407318
"M/s Global Green E-Waste Recycling, Khasra No.- 57, Indl. Area, Udhyogpuram, Partapur,
 Meerut",28.9177792,77.6464779
"M/s. Anshul Machinery Job Works Unit-II, Khasra No. -260, Masuri, Dasna, Hapur",28.6981828,77.5382509
"M/s. Shiv Shakti metals Old Name Surya Metal, Khasra No. -545, Vill-Phaphrana, S. P. Industrial
 Area, Modi Nagar, Ghaziabad",28.8344396,77.5698527
"M/s. Waste PRO Recycling, Khasra No 35 And 36, Udayrampur, Nangla, Dasna, Tehsil-
 Dhaulana, Hapur,",28.6324331,77.6507489
"M/s. S F Recycling Pvt Ltd, Plot No. F-4, M.G. Road, Industrial Area, Hapur.",37.7749295,-122.4194155
"M/s. More Bright E Waste Erecycler P. Ltd., C- 78, Phase-III, M. G. Road, Indtl Area, Hapur",28.7474998,78.0651931
"M/s. Green Zone Recycling (P) Ltd., Plot No. -H.
 D. -6, UPSIDC Indl. Area, Sikandrabad,
 Bulandshahr",28.4511246,77.6954889
"M/s. Green Earth Recycler, Plot No. F-557, Industrial Areal, M G Road, Hapur",28.7305798,77.7758825
"M/s. A One E Waste Recycling, Vill. -Khardoni, Shekhupur, Meerut",29.0695778,77.8105278
"M/s. Sun E-Wsate Recycling Company F-163, Industrial Area, Kosi Kotwan, Ext.-1, Kosi Kalan,
 Mathura.",27.7906586,77.4282795
"M/s. Ezwaste Recycling, Khasra No. -38, Vill. - Sardhan, Budhana Road, Khatauli,
 Muzaffarnagar",29.2634326,77.713335
"M/s. Sri Balaji, Arazi No. -316/7, Vill.-Kataria, Pargana-Ralhupur, Distt.-Chandauli",25.2604696,83.264538
"M/s. A Q Recycling, Plot No-F-639, UPSIDC, Industrial Area, M. G. Road, Hapur",28.7305798,77.7758825
"M/s. Rajdhani Recycling P. Ltd., Plot No. F-416,
 M. G. Road, Indutrial Area, Hapur",28.7095877,77.1757169
"M/s. JSD Enterprises, J-78, Site-C, Surajpur, Industrial Area, Greater Noida",28.5070807,77.5213288
"M/s. E-Waste Recyclers India, Unit-3, Khasra No. -266, 110 KM Mile Stone, Tehsil-Chhata,
 Mathura",27.7227787,77.5023685
"M/s. E-Waste Recyclers India, E-49, UPSIDC Industrial Area, Kosi Kotwan, Mathura",27.7840235,77.3814093
"M/s 2NDS Computer, Plot no J-71, J-72, UPSIDC Industrial area, Kosi
 Kotwan, Mathura.",27.7840235,77.3814093
"M/s Sanif Insulation,Vill- Kakrala, Pargana- Bhokerheri, opp. Sugar Mill
 Morna, Muzarffarnagar-251316",27.8941595,79.1971742
"M/s Green India E-Waste Recycling Khasra no-3, Hapur Road, Vill.-
 Ruknuddin Urf, Phaphunda, Meerut",28.8974632,77.7387993
"M/s Ever Green E-Waste Recycling Management,Vill.-Rampur, Tehsil.-
 Mahmudabad, Distt.- Sitapur",27.2967145,81.1251235
"M/s Era Green E-Waste Recycling Pvt. Ltd., Khasra no-189/2, Plot No.-
 B-35/1, Vill.-Kunda, Distt.- Meerut",28.9844618,77.7064137
"M/s A R Computer Scrap, Plot No.-7, Pillokhari Road near Falak Palace,
 Meerut",28.9751005,77.7058134
"M/s Aksha Recycling & Waste Management Pvt. Ltd.,, Khasra no.-
 876,1193-1195, 7.5 K.M. Jansath Road,Vill.- Sher Nagar,
 Muzaffarnagar",29.4020392,77.7796243
"M/s Khekra Fabrication & Recycle Industries Pvt. Ltd., Khasra no.-31,
 Vill- Udairampur Nagla, UPSIDC Asrea, Mussoorie Gulawati Road,
 Pargan-Dasna, Tehsil-Dhaulana, Hapur-245301",28.6324331,77.6507489
"M/s Greenwish E-Waste Recyclers, F- 162, Industrial Area, Kosi Kotwan,
 Extn.-1, Kosi Kalan, Mathura",27.7906586,77.4282795
"M/s GreenLink Recyclers Pvt. Ltd., Khasra no.- 1641, Dasna, Kushilya
 Road, Tehsil- Ghaziabad, distt.- Ghaziabad-
 201009",28.6924368,77.5228322
"M/s Cynosure Recycling Private Ltd. Khasara No.-64, Vill.-Peeplikhera,
 Pargana-Sarawa, Meerut-250002 U.P.",28.8844437,77.7709558
"M/s Reclaim Enviro Pvt. Ltd., E.-506, Industrial Area, M.G. Road, Hapur",28.7305798,77.7758825
"M/s Ecotech Recyclers, Khasara No.- 1049,1050.1051, Vill.-Peeplikhera, Pargana-Sarawa, Meerut-",28.8844437,77.7709558
"M/S Recyclico Waste Management, Khasra No169 Green Land Industrial Complex, Gram- Dhakpura Tappa Haweli,Badaun, Up - 243638",28.0931875,78.7676875
"M/s WEEE PRO RESource Recovery Solutions Private Limited F-39 UPSIDC Industrial area , Gopalpur , Sikandaradbad,Buland shahar-
 203001",19.2647208,84.8620054
"M/s. 3R Recycler Plot No. A-61/1, UPSIDC Industrial Area, Sikandrabad, Bulandshahar,
 Buland Shahar- 203202 Uttar Pradesh",28.4258595,77.5501073
"M/s Attero Recycling Pvt. ltd. Kh. No.117, Raipur Industrial Area, Bhagwanpur",21.3121705,81.6446049
"M/s Bharat Oil & Waste Management ltd. Mauja Mukimpur, Laksar, Haridwar",29.7711092,77.9637987
"M/s Resource E-Waste Solution Pvt.Ltd. F-97, Industrial area, Bhadrabad, Haridwar",29.9195136,78.0409416
"M/s Anmol Paryavaran Sanrakshan Samiti, Daulatpur Hazaratpur urf, Budhwasahid,
 Daulatpur",30.1069161,77.8577893
"M/s. Starto Metal Recycle plant , Kh. No-314 Kh, village –Mehvar Khurd, Roorkee",29.8542626,77.8880002
"M/s. Nayak Enterprises, Village Dhakia, No. 1, Post Kundeshwari, Tehsil Kashipur, District Udham Singh Nagar, Kashipur, Uttrakhand,
 244713, India",29.2103348,78.9600609
"M/s. Root Recycling, Khasra NO. 911, Village Padli Gurjar, Roorkee, Haridwar",29.8431125,77.8688851
"M/s. Asha Enterprises, Khasra No. 438/1, Rawli Mehdood , Hpase-2, Gangotri Enclave, Haridwar",29.9456906,78.1642478
"M/s J.S. Pigments Pvt. ltd, Vill.+ P.O.-Jarua, P.S.- Polba, Hoogly-712138",22.5784679,88.3930749
"M/s Lubrina Recycling Pvt. ltd., P.O. Bakrahat,
 P.S. Bishnupur, Distt.-24 Pgs(S), Pin-743377.",22.38907,88.2089414
"M/s. P. U. Steel and Electro Process pvt. Ltd., Ruiya Industrial complex P.O. Patuliar PS-
 Khadar Distt. 24, PGS (N), West Bengal - 750119",22.710047,88.7108964
"M/s Old N Furniture 323, K.P. Mondal Road, PO & PS Budge Budge, Dist-24 PGS(S), Pin-700137",22.4625125,88.1717545
"M/s. Bhanu Metal Industries, Vill. Khamar, P.O.
 -Rajarhat, P.S.-Rajarhat, Dist. 24, PGS (N)-
 700135",22.6316481,88.4848336
